"id_venta","id_prod"
1,151
2,163
2,162
2,161
3,205
4,215
5,216
6,318
6,168
7,11
8,110
9,166
10,316
12,90
13,200
14,280
15,3
15,306
15,153
16,46
17,41
17,98
19,174
20,205
21,205
22,174
23,338
23,140
24,158
24,46
25,152
26,205
28,334
29,93
30,244
30,11
31,147
31,149
32,38
33,146
34,169
34,318
35,200
36,299
37,29
38,163
39,175
40,252
40,228
41,177
42,281
42,283
